
add-yield-none,1,10,20,100841,5042,0
add-yield-none,2,10,40,151888,3797,0
add-yield-none,4,10,80,162221,2027,1
add-yield-none,8,10,160,217579,1359,0
add-yield-none,12,10,240,318105,1325,0
add-yield-none,1,20,40,60592,1514,0
add-yield-none,2,20,80,109929,1374,-14
add-yield-none,4,20,160,148840,930,0
add-yield-none,8,20,320,263909,824,34
add-yield-none,12,20,480,320741,668,0
add-yield-none,1,40,80,63604,795,0
add-yield-none,2,40,160,129724,810,0
add-yield-none,4,40,320,184303,575,18
add-yield-none,8,40,640,267301,417,31
add-yield-none,12,40,960,381130,397,97
add-yield-none,1,100,200,90662,453,0
add-yield-none,2,100,400,175602,439,0
add-yield-none,4,100,800,171264,214,91
add-yield-none,8,100,1600,358025,223,1
add-yield-none,12,100,2400,414581,172,-64
add-yield-none,1,1000,2000,575820,287,0
add-yield-none,2,1000,4000,786725,196,-189
add-yield-none,4,1000,8000,1113435,139,-62
add-yield-none,8,1000,16000,1812729,113,62
add-yield-none,12,1000,24000,2600123,108,-146
add-yield-none,1,10000,20000,4757528,237,0
add-yield-none,2,10000,40000,6891427,172,125
add-yield-none,4,10000,80000,9184545,114,-2672
add-yield-none,8,10000,160000,16329025,102,-1203
add-yield-none,12,10000,240000,22871433,95,-820
add-yield-none,1,100000,200000,45496026,227,0
add-yield-none,2,100000,400000,69581448,173,-5065
add-yield-none,4,100000,800000,100363044,125,-5360
add-yield-none,8,100000,1600000,171264001,107,-11826
add-yield-none,12,100000,2400000,220250613,91,-13515
add-none,1,10,20,87795,4389,0
add-none,2,10,40,117692,2942,0
add-none,4,10,80,173165,2164,0
add-none,8,10,160,295467,1846,7
add-none,12,10,240,319791,1332,0
add-none,1,20,40,76631,1915,0
add-none,2,20,80,87632,1095,0
add-none,4,20,160,95673,597,0
add-none,8,20,320,239211,747,0
add-none,12,20,480,309845,645,0
add-none,1,40,80,41054,513,0
add-none,2,40,160,85743,535,0
add-none,4,40,320,95643,298,0
add-none,8,40,640,219404,342,0
add-none,12,40,960,273664,285,0
add-none,1,100,200,42343,211,0
add-none,2,100,400,64253,160,0
add-none,4,100,800,172260,215,0
add-none,8,100,1600,207997,129,16
add-none,12,100,2400,301715,125,0
add-none,1,1000,2000,59254,29,0
add-none,2,1000,4000,149913,37,389
add-none,4,1000,8000,182175,22,-377
add-none,8,1000,16000,418441,26,302
add-none,12,1000,24000,611555,25,307
add-none,1,100000,200000,1995841,9,0
add-none,2,100000,400000,8686050,21,-11777
add-none,4,100000,800000,15571173,19,-756
add-none,8,100000,1600000,36119982,22,-12039
add-none,12,100000,2400000,52853819,22,-5196
add-yield-m,1,20,40,96620,2415,0
add-yield-c,1,20,40,111852,2796,0
add-yield-s,1,20,40,84349,2108,0
add-yield-m,2,20,80,94655,1183,0
add-yield-c,2,20,80,122530,1531,0
add-yield-s,2,20,80,122125,1526,0
add-yield-m,4,20,160,109574,684,0
add-yield-c,4,20,160,174330,1089,0
add-yield-s,4,20,160,166525,1040,0
add-yield-m,8,20,320,269725,842,0
add-yield-c,8,20,320,245989,768,0
add-yield-s,8,20,320,230358,719,0
add-yield-m,12,20,480,622516,1296,0
add-yield-c,12,20,480,336747,701,0
add-yield-s,12,20,480,300974,627,0
add-yield-m,1,40,80,85593,1069,0
add-yield-c,1,40,80,101566,1269,0
add-yield-s,1,40,80,92413,1155,0
add-yield-m,2,40,160,109228,682,0
add-yield-c,2,40,160,125464,784,0
add-yield-s,2,40,160,129809,811,0
add-yield-m,4,40,320,235137,734,0
add-yield-c,4,40,320,233105,728,0
add-yield-s,4,40,320,321686,1005,0
add-yield-m,8,40,640,642884,1004,0
add-yield-c,8,40,640,337148,526,0
add-yield-s,8,40,640,932602,1457,0
add-yield-m,12,40,960,1049869,1093,0
add-yield-c,12,40,960,510909,532,0
add-yield-s,12,40,960,1407604,1466,0
add-yield-m,1,100,200,166953,834,0
add-yield-c,1,100,200,125356,626,0
add-yield-s,1,100,200,126751,633,0
add-yield-m,2,100,400,221114,552,0
add-yield-c,2,100,400,179990,449,0
add-yield-s,2,100,400,255724,639,0
add-yield-m,4,100,800,695556,869,0
add-yield-c,4,100,800,383085,478,0
add-yield-s,4,100,800,707951,884,0
add-yield-m,8,100,1600,1549090,968,0
add-yield-c,8,100,1600,1451452,907,0
add-yield-s,8,100,1600,2161976,1351,0
add-yield-m,12,100,2400,2705855,1127,0
add-yield-c,12,100,2400,1483467,618,0
add-yield-s,12,100,2400,4648747,1936,0
add-yield-m,1,1000,2000,596460,298,0
add-yield-c,1,1000,2000,542393,271,0
add-yield-s,1,1000,2000,589900,294,0
add-yield-m,2,1000,4000,1859354,464,0
add-yield-c,2,1000,4000,1226261,306,0
add-yield-s,2,1000,4000,1569933,392,0
add-yield-m,4,1000,8000,5157792,644,0
add-yield-c,4,1000,8000,3249774,406,0
add-yield-s,4,1000,8000,7623518,952,0
add-yield-m,8,1000,16000,14441708,902,0
add-yield-c,8,1000,16000,9880063,617,0
add-yield-s,8,1000,16000,22144039,1384,0
add-yield-m,12,1000,24000,24589947,1024,0
add-yield-c,12,1000,24000,15338059,639,0
add-yield-s,12,1000,24000,36490840,1520,0
add-yield-m,1,10000,20000,5074294,253,0
add-yield-c,1,10000,20000,4753305,237,0
add-yield-s,1,10000,20000,4962611,248,0
add-yield-m,2,10000,40000,16546243,413,0
add-yield-c,2,10000,40000,14600097,365,0
add-yield-s,2,10000,40000,33137520,828,0
add-yield-m,4,10000,80000,55648827,695,0
add-yield-c,4,10000,80000,31022255,387,0
add-yield-s,4,10000,80000,76727192,959,0
add-yield-m,8,10000,160000,149267809,932,0
add-yield-c,8,10000,160000,81696731,510,0
add-yield-s,8,10000,160000,233700187,1460,0
add-yield-m,12,10000,240000,225569884,939,0
add-yield-c,12,10000,240000,159186111,663,0
add-yield-s,12,10000,240000,481676780,2006,0
add-m,1,10,20,89188,4459,0
add-c,1,10,20,53065,2653,0
add-s,1,10,20,83720,4186,0
add-none,1,10,20,70754,3537,0
add-m,2,10,40,104162,2604,0
add-c,2,10,40,96576,2414,0
add-s,2,10,40,109682,2742,0
add-none,2,10,40,84378,2109,0
add-m,4,10,80,128001,1600,0
add-c,4,10,80,146966,1837,0
add-s,4,10,80,181714,2271,0
add-none,4,10,80,114924,1436,0
add-m,8,10,160,223931,1399,0
add-c,8,10,160,174840,1092,0
add-s,8,10,160,185358,1158,0
add-none,8,10,160,187488,1171,0
add-m,12,10,240,311172,1296,0
add-c,12,10,240,292436,1218,0
